city,year,sport,discipline,event,gender,country_code,country,event_gender,medal,GDP
Montreal,1976,Aquatics,Diving,3m springboard,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Aquatics,Diving,3m springboard,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Aquatics,Diving,10m platform,Women,USA,United States,W,Bronze,1877587000000
Montreal,1976,Aquatics,Diving,10m platform,Men,USA,United States,M,Silver,1877587000000
Montreal,1976,Aquatics,Diving,3m springboard,Women,USA,United States,W,Bronze,1877587000000
Montreal,1976,Aquatics,Diving,10m platform,Men,ITA,Italy,M,Gold,223976030937.427
Montreal,1976,Aquatics,Diving,10m platform,Women,SWE,Sweden,W,Silver,88102107647.0993
Montreal,1976,Aquatics,Diving,3m springboard,Women,USA,United States,W,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,USA,United States,W,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,400m freestyle,Men,USA,United States,M,Silver,1877587000000
Montreal,1976,Aquatics,Swimming,1500m freestyle,Men,AUS,Australia,M,Bronze,104974158578.092
Montreal,1976,Aquatics,Swimming,800m freestyle,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,CAN,Canada,W,Bronze,206575564401.623
Montreal,1976,Aquatics,Swimming,200m backstroke,Men,USA,United States,M,Silver,1877587000000
Montreal,1976,Aquatics,Swimming,400m freestyle,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,400m individual medley,Men,USA,United States,M,Silver,1877587000000
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,CAN,Canada,M,Silver,206575564401.623
Montreal,1976,Aquatics,Swimming,200m freestyle,Men,USA,United States,M,Bronze,1877587000000
Montreal,1976,Aquatics,Swimming,100m butterfly,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,100m backstroke,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,100m backstroke,Men,USA,United States,M,Silver,1877587000000
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,GBR,United Kingdom,M,Bronze,232614555256.065
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,CAN,Canada,M,Silver,206575564401.623
Montreal,1976,Aquatics,Swimming,100m butterfly,Men,USA,United States,M,Bronze,1877587000000
Montreal,1976,Aquatics,Swimming,400m individual medley,Women,CAN,Canada,W,Bronze,206575564401.623
Montreal,1976,Aquatics,Swimming,200m backstroke,Women,CAN,Canada,W,Bronze,206575564401.623
Montreal,1976,Aquatics,Swimming,800m freestyle,Women,USA,United States,W,Bronze,1877587000000
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,CAN,Canada,W,Bronze,206575564401.623
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,GBR,United Kingdom,M,Bronze,232614555256.065
Montreal,1976,Aquatics,Swimming,200m breaststroke,Men,GBR,United Kingdom,M,Gold,232614555256.065
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,USA,United States,W,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,CAN,Canada,W,Bronze,206575564401.623
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,CAN,Canada,W,Bronze,206575564401.623
Montreal,1976,Aquatics,Swimming,200m butterfly,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,400m individual medley,Women,CAN,Canada,W,Silver,206575564401.623
Montreal,1976,Aquatics,Swimming,200m backstroke,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,100m butterfly,Women,USA,United States,W,Bronze,1877587000000
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,CAN,Canada,M,Silver,206575564401.623
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,CAN,Canada,W,Bronze,206575564401.623
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,CAN,Canada,W,Bronze,206575564401.623
Montreal,1976,Aquatics,Swimming,100m butterfly,Men,USA,United States,M,Silver,1877587000000
Montreal,1976,Aquatics,Swimming,200m freestyle,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,200m butterfly,Men,USA,United States,M,Silver,1877587000000
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,GBR,United Kingdom,M,Bronze,232614555256.065
Montreal,1976,Aquatics,Swimming,400m individual medley,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,1500m freestyle,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,CAN,Canada,M,Silver,206575564401.623
Montreal,1976,Aquatics,Swimming,200m backstroke,Men,USA,United States,M,Bronze,1877587000000
Montreal,1976,Aquatics,Swimming,100m freestyle,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,USA,United States,W,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Aquatics,Swimming,200m breaststroke,Men,USA,United States,M,Silver,1877587000000
Montreal,1976,Aquatics,Swimming,100m freestyle,Men,USA,United States,M,Silver,1877587000000
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Aquatics,Swimming,400m freestyle,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Aquatics,Swimming,200m breaststroke,Men,USA,United States,M,Bronze,1877587000000
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,200m freestyle,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Aquatics,Swimming,100m backstroke,Women,CAN,Canada,W,Bronze,206575564401.623
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,USA,United States,W,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,200m butterfly,Men,USA,United States,M,Bronze,1877587000000
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,400m freestyle,Women,CAN,Canada,W,Bronze,206575564401.623
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,CAN,Canada,W,Bronze,206575564401.623
Montreal,1976,Aquatics,Swimming,1500m freestyle,Men,USA,United States,M,Silver,1877587000000
Montreal,1976,Aquatics,Swimming,100m breaststroke,Men,GBR,United Kingdom,M,Silver,232614555256.065
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,GBR,United Kingdom,M,Bronze,232614555256.065
Montreal,1976,Aquatics,Swimming,100m breaststroke,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,200m freestyle,Men,USA,United States,M,Silver,1877587000000
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,CAN,Canada,W,Bronze,206575564401.623
Montreal,1976,Aquatics,Water polo,water polo,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Aquatics,Water polo,water polo,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Aquatics,Water polo,water polo,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Aquatics,Water polo,water polo,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Aquatics,Water polo,water polo,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Aquatics,Water polo,water polo,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Aquatics,Water polo,water polo,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Aquatics,Water polo,water polo,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Aquatics,Water polo,water polo,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Aquatics,Water polo,water polo,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Aquatics,Water polo,water polo,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Archery,Archery,individual FITA round,Women,USA,United States,W,Gold,1877587000000
Montreal,1976,Archery,Archery,individual FITA round,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Archery,Archery,individual FITA round,Men,JPN,Japan,M,Silver,583142956487.974
Montreal,1976,Archery,Archery,individual FITA round,Men,ITA,Italy,M,Bronze,223976030937.427
Montreal,1976,Athletics,Athletics,long jump,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Athletics,Athletics,4x400m relay,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Athletics,Athletics,400m,Men,CUB,Cuba,M,Gold,13789579902.5579
Montreal,1976,Athletics,Athletics,4x100m relay,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Athletics,Athletics,200m,Men,USA,United States,M,Bronze,1877587000000
Montreal,1976,Athletics,Athletics,200m,Men,USA,United States,M,Silver,1877587000000
Montreal,1976,Athletics,Athletics,high jump,Men,USA,United States,M,Bronze,1877587000000
Montreal,1976,Athletics,Athletics,800m,Men,USA,United States,M,Bronze,1877587000000
Montreal,1976,Athletics,Athletics,high jump,Men,CAN,Canada,M,Silver,206575564401.623
Montreal,1976,Athletics,Athletics,4x400m relay,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Athletics,Athletics,triple jump,Men,USA,United States,M,Silver,1877587000000
Montreal,1976,Athletics,Athletics,4x400m relay,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Athletics,Athletics,javelin throw,Women,USA,United States,W,Bronze,1877587000000
Montreal,1976,Athletics,Athletics,4x400m relay,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Athletics,Athletics,discus throw,Men,USA,United States,M,Bronze,1877587000000
Montreal,1976,Athletics,Athletics,1500m,Men,NZL,New Zealand,M,Gold,13604832424.0062
Montreal,1976,Athletics,Athletics,800m,Men,BEL,Belgium,M,Silver,71494539498.4326
Montreal,1976,Athletics,Athletics,1500m,Men,BEL,Belgium,M,Silver,71494539498.4326
Montreal,1976,Athletics,Athletics,110m hurdles,Men,USA,United States,M,Bronze,1877587000000
Montreal,1976,Athletics,Athletics,20km walk,Men,MEX,Mexico,M,Gold,89023915584.4156
Montreal,1976,Athletics,Athletics,400m hurdles,Men,USA,United States,M,Silver,1877587000000
Montreal,1976,Athletics,Athletics,400m hurdles,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Athletics,Athletics,decathlon,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Athletics,Athletics,3000m steeplechase,Men,SWE,Sweden,M,Gold,88102107647.0993
Montreal,1976,Athletics,Athletics,4x100m relay,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Athletics,Athletics,100m,Men,JAM,Jamaica,M,Silver,2966010229.8977
Montreal,1976,Athletics,Athletics,pole vault,Men,USA,United States,M,Bronze,1877587000000
Montreal,1976,Athletics,Athletics,400m,Men,USA,United States,M,Bronze,1877587000000
Montreal,1976,Athletics,Athletics,5000m,Men,FIN,Finland,M,Gold,31873171718.726
Montreal,1976,Athletics,Athletics,10000m,Men,FIN,Finland,M,Gold,31873171718.726
Montreal,1976,Athletics,Athletics,long jump,Men,USA,United States,M,Silver,1877587000000
Montreal,1976,Athletics,Athletics,10000m,Men,GBR,United Kingdom,M,Bronze,232614555256.065
Montreal,1976,Athletics,Athletics,marathon,Men,USA,United States,M,Silver,1877587000000
Montreal,1976,Athletics,Athletics,5000m,Men,NZL,New Zealand,M,Silver,13604832424.0062
Montreal,1976,Athletics,Athletics,4x400m relay,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Athletics,Athletics,4x100m relay,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Athletics,Athletics,long jump,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Athletics,Athletics,marathon,Men,BEL,Belgium,M,Bronze,71494539498.4326
Montreal,1976,Athletics,Athletics,4x400m relay,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Athletics,Athletics,200m,Men,JAM,Jamaica,M,Gold,2966010229.8977
Montreal,1976,Athletics,Athletics,400m,Men,USA,United States,M,Silver,1877587000000
Montreal,1976,Athletics,Athletics,javelin throw,Men,FIN,Finland,M,Silver,31873171718.726
Montreal,1976,Athletics,Athletics,pole vault,Men,FIN,Finland,M,Silver,31873171718.726
Montreal,1976,Athletics,Athletics,110m hurdles,Men,FRA,France,M,Gold,373410270417.919
Montreal,1976,Athletics,Athletics,triple jump,Men,BRA,Brazil,M,Bronze,152678020452.829
Montreal,1976,Athletics,Athletics,high jump,Women,ITA,Italy,W,Silver,223976030937.427
Montreal,1976,Athletics,Athletics,4x400m relay,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Athletics,Athletics,800m,Men,CUB,Cuba,M,Gold,13789579902.5579
Montreal,1976,Athletics,Athletics,discus throw,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Athletics,Athletics,4x400m relay,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Athletics,Athletics,110m hurdles,Men,CUB,Cuba,M,Silver,13789579902.5579
Montreal,1976,Athletics,Athletics,4x100m relay,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Basketball,Basketball,basketball,Women,USA,United States,W,Silver,1877587000000
Montreal,1976,Boxing,Boxing,63.5 - 67kg (welterweight),Men,VEN,Venezuela,M,Silver,36187023255.814
Montreal,1976,Boxing,Boxing,71-75kg,Men,CUB,Cuba,M,Bronze,13789579902.5579
Montreal,1976,Boxing,Boxing,57 - 60kg (lightweight),Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Boxing,Boxing,75 - 81kg (light-heavyweight),Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Boxing,Boxing,+ 81kg (heavyweight),Men,USA,United States,M,Bronze,1877587000000
Montreal,1976,Boxing,Boxing,60 - 63.5kg (light-welterweight),Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Boxing,Boxing,51 - 54kg (bantamweight),Men,GBR,United Kingdom,M,Bronze,232614555256.065
Montreal,1976,Boxing,Boxing,+ 81kg (heavyweight),Men,CUB,Cuba,M,Gold,13789579902.5579
Montreal,1976,Boxing,Boxing,54 - 57kg (featherweight),Men,MEX,Mexico,M,Bronze,89023915584.4156
Montreal,1976,Boxing,Boxing,54 - 57kg (featherweight),Men,CUB,Cuba,M,Gold,13789579902.5579
Montreal,1976,Boxing,Boxing,48 - 51kg (flyweight),Men,CUB,Cuba,M,Silver,13789579902.5579
Montreal,1976,Boxing,Boxing,71-75kg,Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Boxing,Boxing,48 - 51kg (flyweight),Men,USA,United States,M,Gold,1877587000000
Montreal,1976,Boxing,Boxing,- 48kg (light-flyweight),Men,CUB,Cuba,M,Gold,13789579902.5579
Montreal,1976,Boxing,Boxing,67 - 71kg (light-middleweight),Men,CUB,Cuba,M,Bronze,13789579902.5579
Montreal,1976,Boxing,Boxing,60 - 63.5kg (light-welterweight),Men,CUB,Cuba,M,Silver,13789579902.5579
Montreal,1976,Boxing,Boxing,- 48kg (light-flyweight),Men,THA,Thailand,M,Bronze,16985211146.0238
Montreal,1976,Boxing,Boxing,51 - 54kg (bantamweight),Men,USA,United States,M,Silver,1877587000000
Montreal,1976,Boxing,Boxing,75 - 81kg (light-heavyweight),Men,CUB,Cuba,M,Silver,13789579902.5579
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,ESP,Spain,M,Silver,118185307386.222
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,ESP,Spain,M,Silver,118185307386.222
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),Men,CAN,Canada,M,Silver,206575564401.623
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,ESP,Spain,M,Silver,118185307386.222
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,ESP,Spain,M,Silver,118185307386.222
Montreal,1976,Cycling,Cycling Road,individual road race,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Cycling,Cycling Road,individual road race,Men,SWE,Sweden,M,Gold,88102107647.0993
Montreal,1976,Cycling,Cycling Track,Team Pursuit (4000m),Men,GBR,United Kingdom,M,Bronze,232614555256.065
Montreal,1976,Cycling,Cycling Track,Sprint indivual,Men,FRA,France,M,Silver,373410270417.919
Montreal,1976,Cycling,Cycling Track,Team Pursuit (4000m),Men,GBR,United Kingdom,M,Bronze,232614555256.065
Montreal,1976,Cycling,Cycling Track,Team Pursuit (4000m),Men,GBR,United Kingdom,M,Bronze,232614555256.065
Montreal,1976,Cycling,Cycling Track,Team Pursuit (4000m),Men,GBR,United Kingdom,M,Bronze,232614555256.065
Montreal,1976,Cycling,Cycling Track,1km time trial,Men,BEL,Belgium,M,Silver,71494539498.4326
Montreal,1976,Equestrian,Dressage,team,Women,USA,United States,X,Bronze,1877587000000
Montreal,1976,Equestrian,Dressage,team,Women,USA,United States,X,Bronze,1877587000000
Montreal,1976,Equestrian,Dressage,team,Women,USA,United States,X,Bronze,1877587000000
Montreal,1976,Equestrian,Eventing,team,Men,USA,United States,X,Gold,1877587000000
Montreal,1976,Equestrian,Eventing,team,Men,USA,United States,X,Gold,1877587000000
Montreal,1976,Equestrian,Eventing,individual,Men,USA,United States,X,Silver,1877587000000
Montreal,1976,Equestrian,Eventing,team,Men,USA,United States,X,Gold,1877587000000
Montreal,1976,Equestrian,Eventing,team,Men,AUS,Australia,X,Bronze,104974158578.092
Montreal,1976,Equestrian,Eventing,team,Men,AUS,Australia,X,Bronze,104974158578.092
Montreal,1976,Equestrian,Eventing,team,Women,USA,United States,X,Gold,1877587000000
Montreal,1976,Equestrian,Eventing,team,Men,AUS,Australia,X,Bronze,104974158578.092
Montreal,1976,Equestrian,Eventing,individual,Men,USA,United States,X,Gold,1877587000000
Montreal,1976,Equestrian,Eventing,team,Men,AUS,Australia,X,Bronze,104974158578.092
Montreal,1976,Equestrian,Jumping,individual,Men,CAN,Canada,X,Silver,206575564401.623
Montreal,1976,Equestrian,Jumping,individual,Men,BEL,Belgium,X,Bronze,71494539498.4326
Montreal,1976,Equestrian,Jumping,team,Men,FRA,France,X,Gold,373410270417.919
Montreal,1976,Equestrian,Jumping,team,Men,BEL,Belgium,X,Bronze,71494539498.4326
Montreal,1976,Equestrian,Jumping,team,Men,BEL,Belgium,X,Bronze,71494539498.4326
Montreal,1976,Equestrian,Jumping,team,Men,BEL,Belgium,X,Bronze,71494539498.4326
Montreal,1976,Equestrian,Jumping,team,Men,FRA,France,X,Gold,373410270417.919
Montreal,1976,Equestrian,Jumping,team,Men,BEL,Belgium,X,Bronze,71494539498.4326
Montreal,1976,Equestrian,Jumping,team,Men,FRA,France,X,Gold,373410270417.919
Montreal,1976,Equestrian,Jumping,team,Men,FRA,France,X,Gold,373410270417.919
Montreal,1976,Fencing,Fencing,sabre team,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Fencing,Fencing,sabre team,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Fencing,Fencing,foil team,Women,FRA,France,W,Silver,373410270417.919
Montreal,1976,Fencing,Fencing,foil individual,Men,ITA,Italy,M,Gold,223976030937.427
Montreal,1976,Fencing,Fencing,épée team,Men,SWE,Sweden,M,Gold,88102107647.0993
Montreal,1976,Fencing,Fencing,foil team,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Fencing,Fencing,foil team,Men,FRA,France,M,Bronze,373410270417.919
Montreal,1976,Fencing,Fencing,foil team,Women,FRA,France,W,Silver,373410270417.919
Montreal,1976,Fencing,Fencing,foil individual,Women,ITA,Italy,W,Silver,223976030937.427
Montreal,1976,Fencing,Fencing,foil team,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Fencing,Fencing,épée team,Men,SWE,Sweden,M,Gold,88102107647.0993
Montreal,1976,Fencing,Fencing,foil team,Men,FRA,France,M,Bronze,373410270417.919
Montreal,1976,Fencing,Fencing,sabre team,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Fencing,Fencing,foil team,Men,FRA,France,M,Bronze,373410270417.919
Montreal,1976,Fencing,Fencing,sabre team,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Fencing,Fencing,épée team,Men,SWE,Sweden,M,Gold,88102107647.0993
Montreal,1976,Fencing,Fencing,foil team,Men,FRA,France,M,Bronze,373410270417.919
Montreal,1976,Fencing,Fencing,foil team,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Fencing,Fencing,foil team,Women,FRA,France,W,Silver,373410270417.919
Montreal,1976,Fencing,Fencing,épée team,Men,SWE,Sweden,M,Gold,88102107647.0993
Montreal,1976,Fencing,Fencing,foil team,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Fencing,Fencing,foil team,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Fencing,Fencing,sabre team,Men,ITA,Italy,M,Silver,223976030937.427
Montreal,1976,Fencing,Fencing,foil team,Women,FRA,France,W,Silver,373410270417.919
Montreal,1976,Fencing,Fencing,foil team,Men,FRA,France,M,Bronze,373410270417.919
Montreal,1976,Fencing,Fencing,foil team,Women,FRA,France,W,Silver,373410270417.919
Montreal,1976,Fencing,Fencing,épée team,Men,SWE,Sweden,M,Gold,88102107647.0993
Montreal,1976,Fencing,Fencing,foil individual,Men,FRA,France,M,Bronze,373410270417.919
Montreal,1976,Gymnastics,Artistic G.,team competition,Men,JPN,Japan,M,Gold,583142956487.974
Montreal,1976,Gymnastics,Artistic G.,team competition,Men,JPN,Japan,M,Gold,583142956487.974
Montreal,1976,Gymnastics,Artistic G.,parallel bars,Men,JPN,Japan,M,Gold,583142956487.974
Montreal,1976,Gymnastics,Artistic G.,team competition,Men,JPN,Japan,M,Gold,583142956487.974
Montreal,1976,Gymnastics,Artistic G.,pommel horse,Men,JPN,Japan,M,Silver,583142956487.974
Montreal,1976,Gymnastics,Artistic G.,individual all-round,Men,JPN,Japan,M,Bronze,583142956487.974
Montreal,1976,Gymnastics,Artistic G.,horizontal bar,Men,FRA,France,M,Bronze,373410270417.919
Montreal,1976,Gymnastics,Artistic G.,vault,Men,JPN,Japan,M,Bronze,583142956487.974
Montreal,1976,Gymnastics,Artistic G.,individual all-round,Men,JPN,Japan,M,Silver,583142956487.974
Montreal,1976,Gymnastics,Artistic G.,horizontal bar,Men,JPN,Japan,M,Silver,583142956487.974
Montreal,1976,Gymnastics,Artistic G.,floor exercises,Men,USA,United States,M,Bronze,1877587000000
Montreal,1976,Gymnastics,Artistic G.,team competition,Men,JPN,Japan,M,Gold,583142956487.974
Montreal,1976,Gymnastics,Artistic G.,horizontal bar,Men,JPN,Japan,M,Gold,583142956487.974
Montreal,1976,Gymnastics,Artistic G.,team competition,Men,JPN,Japan,M,Gold,583142956487.974
Montreal,1976,Gymnastics,Artistic G.,vault,Men,JPN,Japan,M,Silver,583142956487.974
Montreal,1976,Gymnastics,Artistic G.,team competition,Men,JPN,Japan,M,Gold,583142956487.974
Montreal,1976,Gymnastics,Artistic G.,parallel bars,Men,JPN,Japan,M,Bronze,583142956487.974
Montreal,1976,Hockey,Hockey,hockey,Men,NZL,New Zealand,M,Gold,13604832424.0062
Montreal,1976,Hockey,Hockey,hockey,Men,AUS,Australia,M,Silver,104974158578.092
Montreal,1976,Hockey,Hockey,hockey,Men,AUS,Australia,M,Silver,104974158578.092
Montreal,1976,Hockey,Hockey,hockey,Men,NZL,New Zealand,M,Gold,13604832424.0062
Montreal,1976,Hockey,Hockey,hockey,Men,NZL,New Zealand,M,Gold,13604832424.0062
Montreal,1976,Hockey,Hockey,hockey,Men,NZL,New Zealand,M,Gold,13604832424.0062
Montreal,1976,Hockey,Hockey,hockey,Men,AUS,Australia,M,Silver,104974158578.092
Montreal,1976,Hockey,Hockey,hockey,Men,NZL,New Zealand,M,Gold,13604832424.0062
Montreal,1976,Hockey,Hockey,hockey,Men,PAK,Pakistan,M,Bronze,13338484979.798
Montreal,1976,Hockey,Hockey,hockey,Men,NZL,New Zealand,M,Gold,13604832424.0062
Montreal,1976,Hockey,Hockey,hockey,Men,AUS,Australia,M,Silver,104974158578.092
Montreal,1976,Hockey,Hockey,hockey,Men,AUS,Australia,M,Silver,104974158578.092
Montreal,1976,Hockey,Hockey,hockey,Men,AUS,Australia,M,Silver,104974158578.092
Montreal,1976,Hockey,Hockey,hockey,Men,PAK,Pakistan,M,Bronze,13338484979.798
Montreal,1976,Hockey,Hockey,hockey,Men,PAK,Pakistan,M,Bronze,13338484979.798
Montreal,1976,Hockey,Hockey,hockey,Men,AUS,Australia,M,Silver,104974158578.092
Montreal,1976,Hockey,Hockey,hockey,Men,PAK,Pakistan,M,Bronze,13338484979.798
Montreal,1976,Hockey,Hockey,hockey,Men,PAK,Pakistan,M,Bronze,13338484979.798
Montreal,1976,Hockey,Hockey,hockey,Men,NZL,New Zealand,M,Gold,13604832424.0062
